full_name,a,e,i,om,w,q,ad,per_y,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
"244977 (2004 BE68)",1.760115431573387,.4443972308335074,15.73997138298466,210.9481622160052,191.1510384826688,.97792500783485,2.542305855311924,2.33517766481317,18.4,,,,,,,,,,
"246138 (2007 OG3)",2.166149284331572,.4797794942837556,1.693650259062748,78.44103116517738,271.8217692496474,1.126875276151851,3.205423292511294,3.18816491086139,18.1,,,,,,,,,,
"247156 (2000 YH29)",2.218237733933067,.5280498731235814,21.84196062040534,103.8005049863983,284.8139418585985,1.04689757997177,3.389577887894364,3.30385010556789,17.9,,,,,,,,,,
"247360 (2001 XU)",2.57309235523475,.836949996671837,19.06054778052716,261.2093694337597,285.8356184592931,.4195427170846967,4.726641993384803,4.12753974622064,19.2,,,,,,,,,,
"247517 (2002 QY6)",.8169783624434317,.6990917448473581,12.75295805938952,164.2533882283767,355.3355071529434,.2458355335403156,1.388121191346548,0.738454997532166,19.7,,,,,,,,,,
"248083 (2004 QU24)",3.324148355094205,.6139979015606868,23.33676299139159,189.6272596335035,270.8105495408495,1.283128240589954,5.365168469598457,6.06078389696549,16.1,,,,,,,,,,
"248590 (2006 CS)",2.911879367546458,.698289289125117,52.34672778285523,172.3944003101842,346.3894391456356,.8785451939643467,4.94521354112857,4.96899169697831,16.6,,,,,,,,,,
"248818 (2006 SZ217)",1.673022568123877,.2854403800670159,29.21794790373655,241.4050157489222,162.9682049474921,1.195474370417903,2.150570765829852,2.16401816191543,17.4,,,,3.2474,,,,,,
"248926 (2006 WZ2)",1.694462785134676,.3300616593560868,24.65692662025046,354.4332888844821,65.90792900209942,1.135185586555988,2.253739983713363,2.20574983191862,16.8,,,,,,,,,,
"249595 (1997 GH28)",2.003655539323546,.3715261601787271,7.014344718522562,354.4980311672446,105.1704694002952,1.259245090477832,2.74806598816926,2.83623880285569,17.7,,,,,,,,,,
"249615 (1999 TB5)",1.967576705425374,.3933759137968493,30.43823105633574,195.6718819044163,238.7137472833082,1.193579420963273,2.741573989887475,2.75997857382666,18.9,,,,,,,,,,
"249816 (2001 FD90)",2.046005841879867,.4779903257955604,7.299153496913053,202.2736698168511,47.69713715598055,1.068034842940089,3.023976840819644,2.92663462458933,19.1,,,,,,,,,,
"249886 (2001 RY11)",1.483108950021888,.2832473842660273,22.84787117007858,295.5494005313105,71.4713484600902,1.063022219346654,1.903195680697122,1.80620810119446,17.3,,,,,,,,,,
"250162 (2002 TY57)",1.921710023995308,.3275692271587453,3.455778394248556,119.0302110929572,259.7678835131736,1.292216956611951,2.551203091378664,2.66403536340731,19.3,,,,,,,,,,
"250458 (2004 BO41)",1.018672251229917,.4927294015703062,35.5596181061503,337.7868198243915,254.4244060241897,.5167424824851236,1.520602019974711,1.0281581356789,17.5,,,,,,,,,,
"250577 (2005 AC)",1.049758560951221,.5179591032003986,46.87762212415408,315.7988544143948,285.6151457433196,.5060265581439857,1.593490563758457,1.07557906328784,18.2,,,,,,,,,,
"250614 (2005 GG)",2.041403296209597,.6596521796461227,34.80314746034131,106.4593330140343,335.2359075109957,.694787162328157,3.388019430091037,2.91676486434504,16.2,,,,,,,,,,
"250620 (2005 GE59)",2.109353428493278,.6010948911447302,16.09776377427757,194.9345927124887,242.8264568148017,.8414318590073474,3.377274997979208,3.063601207543,18.1,,,,,,,,,,
"250680 (2005 QC5)",.8930710484641792,.3645991502654701,9.448926823568797,48.13706611150883,108.6968308600416,.567458103067447,1.218683993860911,0.843989839326884,19.8,,,,,,,,,,
"250697 (2005 QY151)",1.381119435016399,.4394474783247108,12.64442473753139,14.39931411753895,124.8619664266912,.7741899820331929,1.988048887999605,1.62313654966539,17.8,,,,,,,,,,
"250706 (2005 RR6)",2.97488074028991,.6957311098582237,6.951625667996653,28.15167639756966,58.97609287628647,.9051636611521568,5.044597819427664,5.13112438102587,18.4,,,,,,,,,,
"251346 (2007 SJ)",2.014018541852834,.5344823420353281,8.196738938079736,306.8528615368139,174.962771745395,.9375611947007549,3.090475889004914,2.8582709741225,16.9,,,,,,,,,,
"251722 (1997 US2)",1.674262534562734,.6613089916515545,3.170258771595796,66.03295451615841,100.1509596657928,.5670576660710764,2.781467403054392,2.16642441189945,19.7,,,,,,,,,,
"251732 (1998 HG49)",1.200738007231559,.1126305292190745,4.195252332319645,44.849696949,324.2538012700235,1.065498250023612,1.335977764439507,1.31577184403966,21.8,,,,,,,,,,
"252091 (2000 UP30)",2.246994466025723,.7637010866337541,9.330491993083125,195.4533809364033,118.335315402251,.5309623506618463,3.9630265813896,3.36830342192761,17.2,,,,,,,,,,
"252373 (2001 SA270)",1.302247774693529,.7354394184941411,38.52812965109759,210.0359337988459,15.59701854765162,.3445234285376307,2.259972120849426,1.48610206696595,18.1,,,,,,,,,,
"252399 (2001 TX44)",.8747299754289991,.5459161823899533,15.20708810935688,57.81716118275797,135.9917536074208,.3972007266207422,1.352259224237256,0.818124156584322,19.1,,,,,,,,,,
"252558 (2001 WT1)",1.089201200108112,.3972630068834707,7.153276764366752,73.93756116359175,180.57236857743,.6565018562520785,1.521900543964145,1.13676415052266,20.0,,,,,,,,,,
"252793 (2002 FW5)",1.31489156102089,.2177446719503926,46.44619674055158,21.76032114917817,85.45268151576634,1.028580929416057,1.601202192625724,1.50779781415232,19.3,,,,,,,,,,
"253062 (2002 TC70)",1.369258481827343,.1968227878311652,2.146720500350984,134.7839991801188,162.0077541569054,1.099757210172616,1.638759753482069,1.60227243768218,21.0,,,,,,,,,,
"253106 (2002 UR3)",1.37888642719708,.7929381136673578,48.59245915911981,51.92375416041445,141.2116376206263,.2855148246539049,2.472258029740254,1.61920168592612,16.4,,,,,,,,,,
"253586 (2003 TX7)",1.448156368083547,.2074034974740677,38.7478309386314,204.1171483570657,270.5183244000891,1.147803672453676,1.748509063713418,1.74273514614689,19.3,,,,,,,,,,
"253841 (2003 YG118)",2.28686912500654,.6414869250549495,8.09530327109097,348.2587969720631,232.5247364402013,.8198724820029918,3.753865768010089,3.45835975729913,17.1,,,,2.27,,,,,,
"254417 (2004 VV)",2.077436529852998,.6036934916726591,52.39109730654816,342.7725717470995,354.5201151005464,.8233016174177094,3.331571442288287,2.99433128799797,17.2,,,,,,,,,,
"254419 (2004 VT60)",2.075781148888498,.4338887136142914,43.51970791629747,57.6202525224212,247.3331527773529,1.175123136452471,2.976439161324524,2.99075300434454,17.5,,,,,,,,,,
"255071 (2005 UH6)",1.001161401510445,.6323580486159318,2.641096559396105,19.32918700151796,200.1835922295245,.3680689313017087,1.634253871719182,1.00176152748794,18.4,,,,,,,,,,
"255501 (2006 BG)",1.683364119421242,.7319221425507266,4.817215455690303,281.0322778020655,341.1350615310353,.4512726464414292,2.915455592401054,2.18411399325708,18.5,,,,,,,,,,
"256004 (2006 UP)",1.586315253713809,.3013342873438097,2.284298771893151,47.98757550743952,334.898121884677,1.108304077233344,2.064326430194275,1.99798605525446,23.0,,,,,,,,,,
"256412 (2007 BT2)",1.632409100576137,.2239397127532761,26.85787923835712,31.01651871090751,148.9937595655792,1.266847875497283,1.99797032565499,2.08569938542946,17.1,,,,,,,,,,
"256670 (2007 XT58)",2.013197126336601,.3631300696543781,2.313245631907089,266.0943306093872,267.8283323491758,1.282144713621997,2.744249539051204,2.85652253784486,18.0,,,,,,,,,,
"257744 (2000 AD205)",1.693152949017552,.5859862753990109,7.929300373733392,157.25584810,191.927531284652,.7009885587419051,2.685317339293198,2.20319272732241,18.6,,,,,,,,,,
"257838 (2000 JQ66)",2.165812106001267,.41995281269152,7.049841625082052,189.1615172667346,103.5074327435311,1.25627322032469,3.075350991677843,3.18742054506736,17.7,,,,11.1,,,,,R,
"258325 (2001 VB2)",1.718295595029498,.395595386008305,7.936484673537867,50.10945669947961,319.632878574543,1.038545785837434,2.398045404221563,2.25244926417052,18.9,,,,,,,,,,
"259221 (2003 BA21)",1.100145489148668,.8331605233366941,23.73028214303932,308.9049309215418,18.09697307890244,.1835476976630605,2.016743280634276,1.15394041960078,19.1,,,,,,,,,,
"259802 (2004 BJ86)",1.754812578861305,.3295687945512738,31.43255105039923,124.1329124795432,65.34938444414816,1.176481112582573,2.333144045140037,2.32463252834968,18.9,,,,,,,,,,
"260141 (2004 QT24)",1.132791754801414,.2519335108172444,17.7476128367984,36.15273971491876,76.54904076935553,.847403550989467,1.418179958613362,1.20568351007249,18.3,,,,7.664,,,,,,
"260277 (2004 TR12)",.894981082579271,.2096034692731856,19.35802532687683,155.4071244777318,77.73520248246129,.7073899427367843,1.082572222421758,0.846698880810088,18.2,,,,,,,,,,
"261938 (2006 OB5)",1.533082217297955,.218612803679012,.7117223523699518,356.1915862380417,357.2531978070588,1.197930815504013,1.868233619091897,1.89826295072175,20.2,,,,,,,,,,
"262623 (2006 WY2)",.9833435080733178,.3328441436487032,27.55578099653296,99.86445517301283,159.9476031331749,.6560433802161426,1.310643635930493,0.975138008954819,18.5,,,,,,,,,,
"263976 (2009 KD5)",1.046210970703523,.2614622885924077,13.47289586555786,104.5278761679833,294.3115140739463,.7726662559528957,1.319755685454151,1.07013139887148,18.4,,,,2.664,,,,,,
"264308 (1999 NA5)",1.436519838044809,.2485058721699879,4.277289743715684,262.1773077672308,318.8478916536641,1.079536222801994,1.793503453287624,1.7217720126436,20.4,,,,,,,,,,
"264357 (2000 AZ93)",.7466025022677822,.3602949799377099,8.579995266595072,277.4388908327155,8.025063127449419,.4776053686917677,1.015599635843797,0.645122759799759,21.0,,,,,,,,,,
"264993 (2003 DX10)",1.375674588695736,.4107791506117719,3.145968509938073,61.93416760266771,193.8411209259118,.8105761496331029,1.940773027758369,1.61354757483594,20.4,,,,,,,,,,
"265032 (2003 OU)",2.306408572927944,.7011450299600042,40.02366448191582,206.3683994003417,175.4339822944262,.6892816649623701,3.923535480893517,3.5027776321436,16.6,,,,,,,,,,
"265187 (2003 YS117)",1.249314778724963,.3304557889539675,29.56190544062794,300.4334729255819,322.0514939167004,.8364714778695541,1.662158079580373,1.39641986553216,18.3,,,,,,,,,,
"265196 (2004 BW58)",1.454958107393064,.3787016029116226,15.20787799874277,132.6918222458944,301.7786495891183,.9039631399540499,2.005953074832078,1.7550275388878,18.6,,,,,,,,,,
"265482 (2005 EE)",1.129761325544448,.3279449267496261,6.174405549831856,110.8611989454544,284.8198984881345,.7592618303942137,1.500260820694682,1.20084860480053,21.3,,,,,,,,,,
"265661 (2005 UB)",1.895379713203794,.7388101363592952,27.73545510899262,272.1492887638768,3.107213466317592,.4950539688390572,3.29570545756853,2.60947141710878,16.6,,,,,,,,,,
"265962 (2006 CG)",1.829273057803295,.3361577742199086,4.347662278627098,234.0766825426922,118.9717906637409,1.214348698251693,2.444197417354897,2.47414990440205,19.0,,,,,,,,,,
"267131 (2000 EK26)",2.406491117071793,.6593283998794643,15.63579480683242,126.5488282937105,305.4535220996502,.8198231795287031,3.993159054614883,3.73322870654113,18.0,,,,,,,,,,
"267136 (2000 EF104)",1.147690431067914,.4177452820688274,10.81606903552984,66.38583397625472,346.7804268461782,.6682481682137541,1.627132693922074,1.2295475911924,18.9,,,,,,,,,,
"267221 (2001 AD2)",1.039050587425436,.6598277460715897,1.659208350071327,211.2468574797031,111.1770081277916,.3534561802701493,1.724644994580723,1.05916407197732,19.8,,,,,,,,,,
"267223 (2001 DQ8)",1.841472257292914,.9013930585503754,12.87509939807905,342.8160142129345,14.64569026873797,.1815819470559904,3.501362567529838,2.49894082894413,18.0,,,,,,,,,,
"267270 (2001 RP17)",2.638239774040257,.5139219631739654,8.154797019247859,353.3075070843327,60.73319437771581,1.282390410041849,3.994089138038665,4.28528388270022,17.7,,,,,,,,,,
"267337 (2001 VK5)",1.269148951210633,.5142326353569833,19.43285164420638,54.2910478292383,263.8588740243114,.6165111413690378,1.921786761052228,1.42980593380555,17.7,,,,,,,,,,
"267494 (2002 JB9)",2.716887533494848,.7846248145561214,46.75952742906397,70.33600006071732,277.9632482388289,.5851501563566147,4.848624910633081,4.47832588560164,16.0,,,,2.4261,,,,,,
"267720 (2003 CA)",1.379340324552051,.7194249640580452,21.17016665314846,126.291791504079,234.6801647656239,.3870084611373793,2.371672187966723,1.62000125704396,18.9,,,,,,,,,,
"267729 (2003 FC5)",1.916601271497563,.6091783668706084,5.825445986110219,189.2705676128597,270.6339155018572,.7490492389845458,3.08415330401058,2.65341915607753,18.2,,,,129.5,,,,,,
"267759 (2003 MC7)",1.373701292644943,.184238604462544,21.21265292531801,137.0553729451861,101.2263720715475,1.120612483539646,1.62679010175024,1.61007706115976,18.8,,,,,,,,,,
"267940 (2004 EM20)",1.105585321937338,.5240518788842404,14.13961358638772,343.8229234638715,314.8142744344186,.5262012567092383,1.684969387165439,1.16250973561363,20.3,,,,,,,,,,
"269690 (1996 RG3)",1.999640923562178,.6048688963918433,3.570796676622374,158.2509893598649,300.0553849393439,.7901203249471573,3.209161522177199,2.82771884773675,18.5,,,,,,,,,,
"271480 (2004 FX31)",1.260791541988502,.4420062937198297,24.74976996289709,169.1940962893421,285.7530163935443,.703513745360855,1.818069338616148,1.41570619436312,17.5,,,,,,,,,,
"274138 (2008 FU6)",1.323867001363749,.5691987416123643,12.82492984125689,192.8986170561276,129.0412655663746,.570323570125369,2.07741043260213,1.52326245529118,17.9,,,,2.60,,,,,,
"274855 (2009 RB4)",1.638592487936242,.3010203857527513,9.535434394181557,182.207765653016,75.01975787562415,1.145342745126114,2.13184223074637,2.09756120271873,18.5,,,,,,,,,,
"275545 (1998 UN1)",1.513551138095262,.2207944693569401,32.42269955730372,217.8988884911107,87.68184276072837,1.179367417714926,1.847734858475598,1.86210364715944,18.1,,,,,,,,,,
"275558 (1999 RH33)",1.551157004336876,.1708681896153921,11.01607150620849,168.3649256811062,351.4428187639897,1.286113615196599,1.816200393477153,1.93193201594143,19.1,,,,,,,,,,
"275611 (1999 XX262)",1.532942849623588,.1817921499024773,8.229771634237418,334.7086732017494,102.6064391390676,1.254265873312886,1.81161982593429,1.8980041089481,17.9,,,,,,,,,,
"275677 (2000 RS11)",1.280291074008877,.3206520166606909,17.09633109013775,172.2118905693877,301.6274781125975,.8697631592152489,1.690818988802506,1.44867604495564,19.1,,,,,,,,,,
"275714 (2000 YH4)",1.489443870398805,.4586453813856003,17.97028078128979,85.64382379385074,269.3806252721292,.8063173184073001,2.172570422390309,1.81779294898721,18.6,,,,,,,,,,
"275792 (2001 QH142)",1.527441056394135,.2216931065031164,30.59823551248273,318.3485715184219,253.4487257973008,1.188817903601718,1.866064209186553,1.88779526361333,18.4,,,,,,,,,,
"275974 (2001 XD)",2.04435583601586,.7972998508338093,11.39015754447518,64.6306976979788,232.0361973612684,.4143912329091873,3.674320439122533,2.92309505215962,18.2,,,,,,,,,,
"275975 (2001 XF1)",1.478791049509283,.4638557888133799,22.03958062710018,87.8463504129564,231.4919767528799,.7928452607489888,2.164736838269577,1.79832599553036,19.2,,,,,,,,,,
"275976 (2001 XV10)",2.206949647958436,.5835500729038239,22.27630002847053,31.53221533853385,341.8311742185478,.9190840199972223,3.49481527591965,3.27866345094017,16.0,,,,,,,,,,
"276033 (2002 AJ129)",1.3709832046851,.9148614937747113,15.48705238110325,138.1508529492234,210.9014208451113,.1167234621068487,2.625242947263352,1.60530073289385,18.7,,,,,,,,,,
"276049 (2002 CE26)",2.234038734461772,.5592456400603195,47.28795200845111,161.9275721751705,228.0583877645314,.9846623124881521,3.483415156435392,3.33921398370994,16.8,3.5,,.07,3.2931,,,,,,C
"276111 (2002 GM9)",1.865343309972932,.3493439603224197,17.31620522357945,44.17702787891759,273.7078821928923,1.213696890706057,2.516989729239806,2.5476887134323,18.5,,,,,,,,,,
"276274 (2002 SS41)",2.104822191325549,.3827682834996495,63.67839842357219,190.1260243168111,101.8481363411893,1.299163014079898,2.910481368571201,3.05373483405021,17.2,,,,,,,,,,
"276392 (2002 XH4)",1.607973042332999,.2706938224267558,14.5243395488537,93.50555675021603,213.667075089315,1.1727046731447,2.043241411521298,2.03904282692156,19.3,,,,,,,,,,
"276397 (2002 XA40)",2.262672913091818,.4818878651191655,4.452760330739848,300.871887589812,66.55126033496056,1.172318293539039,3.353027532644597,3.40361844905258,17.1,,,,,,,,,,
"276409 (2002 YN2)",1.242761077444912,.5869701239434515,50.27762341488278,290.7173588804114,38.44350724641564,.5132974537849748,1.97222470110485,1.38544620277359,18.4,,,,,,,,,,
"276468 (2003 HQ32)",1.978536103950739,.3454595843686739,35.87303915075179,217.6609744969383,291.2368009501332,1.295031843821501,2.662040364079977,2.78307026772889,17.9,,,,,,,,,,
"276660 (2003 WB25)",1.785193367584276,.2884511760166871,29.79363735931223,260.0039837233698,210.8963423554811,1.270252241287402,2.300134493881151,2.38526205407006,18.0,,,,,,,,,,
"276703 (2004 BL11)",1.260076413670393,.7500485867501093,9.812003586225925,142.4720240593308,176.8828768945889,.3149578803997687,2.205194946941019,1.41450186995938,19.3,,,,,,,,,,
"276732 (2004 EV9)",1.471000904250929,.7803424899682663,40.86554501945722,172.4928140698547,226.6553222876711,.3231163958821879,2.618885412619671,1.78413458425328,17.7,,,,,,,,,,
"276770 (2004 HC)",.7891906235602903,.5987072529114085,28.975815551,203.0077845803665,159.3406559099975,.3166964733050674,1.261684773815513,0.701101792300719,19.8,,,,,,,,,,
"276786 (2004 KD1)",1.719807739823881,.3304506485051412,10.12869877420745,271.5390161359105,9.820708474639989,1.151496156894918,2.288119322752844,2.25542323908906,17.7,,,,,,,,,,
"276891 (2004 RH340)",1.294557414518266,.3813692087506376,26.10950324286053,51.58359763095196,335.3825540348933,.8008530776611636,1.788261751375368,1.47295736722159,19.4,,,,,,,,,,
"277039 (2005 CF41)",1.648313100037645,.5860724166927178,15.89346492951216,132.251150630007,208.6355202277547,.6822822580323167,2.614343942042972,2.11625388107441,18.6,,,,,,,,,,
"277127 (2005 GW119)",1.640664172960007,.2330709725289057,2.881256688637721,171.1151071021782,242.82323463,1.258272978574885,2.023055367345128,2.10154040381418,18.7,,,,,,,,,,
"277142 (2005 LG8)",1.754922866338498,.8274106865853655,26.63157295592846,211.3726802965074,193.7032880919557,.3028809325970037,3.206964800079992,2.32485168157001,16.8,,,,,,,,,,
"277279 (2005 SA71)",1.618214556704838,.3676321054557259,20.20439857625737,44.35521966609646,283.6295776626911,1.023306932144334,2.213122181265342,2.05855444419929,18.7,,,,,,,,,,
